5 7 700 350 350 0 
0.013 0.312 1.015 0.972 0.104 1 
-0.035 0.265 1.023 0.970 0.172 1 
0.047 0.253 1.023 0.983 0.176 1 
-0.009 0.293 0.971 1.039 0.137 1 
0.027 0.316 1.018 0.959 0.132 1 
-0.011 0.323 1.027 0.966 0.106 1 
0.014 0.281 0.999 0.991 0.149 1 
0.049 0.274 1.025 1.018 0.156 1 
0.024 0.249 0.991 1.040 0.114 1 
-0.015 0.275 0.982 1.020 0.118 1 
0.028 0.272 0.991 0.993 0.150 1 
-0.006 0.319 1.020 1.045 0.096 1 
-0.004 0.281 1.039 1.022 0.151 1 
0.033 0.239 1.032 1.034 0.126 1 
-0.007 0.314 1.035 1.024 0.123 1 
-0.037 0.334 0.968 1.039 0.099 1 
-0.024 0.288 0.953 1.006 0.112 1 
-0.048 0.255 1.010 0.966 0.173 1 
0.032 0.270 1.013 1.037 0.131 1 
-0.029 0.322 1.027 0.998 0.158 1 
-0.036 0.258 1.042 1.043 0.139 1 
0.022 0.272 1.023 0.986 0.162 1 
-0.006 0.302 0.964 0.951 0.191 1 
0.040 0.326 1.040 1.010 0.129 1 
0.012 0.248 0.972 1.019 0.179 1 
0.047 0.290 0.991 1.047 0.136 1 
-0.037 0.238 1.003 1.039 0.139 1 
-0.012 0.242 0.970 0.971 0.108 1 
0.041 0.293 1.043 0.964 0.158 1 
0.041 0.307 1.049 1.042 0.097 1 
-0.002 0.320 1.007 1.007 0.111 1 
0.013 0.311 1.043 1.005 0.170 1 
-0.031 0.301 0.956 0.979 0.162 1 
0.011 0.242 1.035 1.013 0.099 1 
0.049 0.292 1.049 1.005 0.141 1 
0.006 0.292 0.958 1.039 0.093 1 
-0.050 0.292 0.966 0.999 0.176 1 
-0.044 0.309 0.998 1.016 0.099 1 
-0.047 0.278 0.986 1.031 0.110 1 
0.047 0.324 0.999 1.007 0.170 1 
0.029 0.316 0.982 1.020 0.122 1 
-0.022 0.256 1.041 1.019 0.117 1 
-0.004 0.291 1.009 0.974 0.117 1 
0.020 0.252 0.996 1.038 0.115 1 
-0.035 0.240 1.034 0.950 0.148 1 
0.000 0.270 1.018 0.979 0.193 1 
-0.003 0.315 1.049 1.021 0.113 1 
-0.047 0.263 0.981 1.047 0.146 1 
-0.037 0.294 1.040 1.045 0.183 1 
0.047 0.243 1.013 0.989 0.153 1 
0.030 0.259 1.022 0.967 0.161 1 
-0.036 0.328 1.016 0.986 0.100 1 
-0.005 0.285 1.002 1.049 0.138 1 
0.043 0.244 1.035 0.961 0.109 1 
0.004 0.311 0.999 0.963 0.155 1 
0.011 0.325 1.033 1.004 0.117 1 
0.015 0.271 1.030 1.020 0.170 1 
0.040 0.327 0.967 1.012 0.122 1 
-0.049 0.306 0.998 0.974 0.183 1 
0.022 0.294 0.964 1.023 0.174 1 
-0.014 0.294 0.979 1.007 0.138 1 
-0.006 0.275 1.001 0.993 0.154 1 
-0.043 0.237 1.007 0.967 0.114 1 
-0.010 0.307 0.984 1.026 0.133 1 
-0.038 0.292 0.983 0.991 0.139 1 
-0.030 0.271 1.031 0.971 0.153 1 
0.000 0.239 1.033 0.982 0.181 1 
-0.042 0.316 0.961 0.981 0.125 1 
0.048 0.324 1.000 0.957 0.140 1 
0.023 0.244 1.049 1.030 0.151 1 
-0.049 0.310 1.030 0.968 0.133 1 
0.049 0.299 0.968 0.952 0.109 1 
-0.001 0.253 1.019 1.044 0.164 1 
0.026 0.251 0.952 1.046 0.191 1 
0.015 0.300 1.025 0.969 0.154 1 
-0.043 0.294 1.036 0.996 0.142 1 
0.018 0.274 1.018 0.960 0.124 1 
-0.041 0.324 1.007 1.046 0.167 1 
-0.005 0.307 1.003 0.973 0.145 1 
-0.031 0.285 0.970 0.953 0.100 1 
0.044 0.324 0.980 1.044 0.116 1 
0.035 0.323 0.992 0.954 0.127 1 
0.049 0.303 0.979 0.963 0.177 1 
-0.045 0.266 0.994 1.043 0.137 1 
0.013 0.267 1.005 0.996 0.138 1 
-0.030 0.312 0.999 0.982 0.105 1 
