5 7 700 350 350 0 
0.148 0.011 0.572 0.279 1.013 1 
0.181 -0.015 0.572 0.259 0.986 1 
0.181 0.016 0.561 0.259 0.992 1 
0.177 0.006 0.550 0.261 1.001 1 
0.177 -0.006 0.570 0.292 0.984 1 
0.181 -0.011 0.566 0.292 0.999 1 
0.164 -0.016 0.544 0.272 0.987 1 
0.172 0.002 0.563 0.280 1.015 1 
0.170 0.018 0.576 0.284 1.010 1 
0.157 -0.012 0.545 0.291 1.008 1 
0.182 0.013 0.575 0.285 1.017 1 
0.181 -0.006 0.542 0.268 0.984 1 
0.149 0.003 0.579 0.297 0.983 1 
0.148 -0.015 0.543 0.297 1.017 1 
0.184 -0.006 0.560 0.277 1.007 1 
0.153 -0.012 0.547 0.269 0.985 1 
0.175 0.017 0.560 0.291 1.016 1 
0.165 0.018 0.541 0.295 0.989 1 
0.173 -0.018 0.573 0.296 1.006 1 
0.163 -0.018 0.568 0.276 0.994 1 
0.151 -0.004 0.576 0.285 1.011 1 
0.151 0.017 0.556 0.269 1.010 1 
0.171 0.011 0.574 0.292 1.016 1 
0.157 -0.003 0.558 0.297 1.020 1 
0.170 -0.014 0.549 0.281 0.981 1 
0.163 -0.005 0.544 0.289 1.019 1 
0.179 -0.011 0.566 0.280 1.004 1 
0.164 -0.011 0.561 0.281 0.994 1 
0.179 0.010 0.573 0.286 0.998 1 
0.150 -0.019 0.570 0.289 1.002 1 
0.148 -0.002 0.555 0.282 0.993 1 
0.174 0.016 0.554 0.280 1.008 1 
0.162 0.008 0.570 0.269 1.011 1 
0.181 -0.016 0.540 0.289 1.017 1 
0.149 0.018 0.548 0.283 0.985 1 
0.155 0.004 0.564 0.283 1.012 1 
0.166 -0.002 0.541 0.284 1.003 1 
0.151 -0.007 0.562 0.290 0.984 1 
0.168 0.011 0.558 0.270 0.981 1 
0.173 -0.016 0.542 0.288 1.002 1 
0.168 0.006 0.559 0.266 1.000 1 
0.173 0.007 0.577 0.295 0.981 1 
0.177 0.018 0.564 0.295 1.004 1 
0.164 0.007 0.577 0.289 0.984 1 
0.159 -0.020 0.541 0.294 1.006 1 
0.180 0.007 0.575 0.288 0.991 1 
0.161 0.011 0.576 0.286 1.014 1 
0.172 0.011 0.540 0.266 1.005 1 
0.186 0.017 0.560 0.283 0.983 1 
0.171 -0.003 0.556 0.285 1.006 1 
0.183 -0.013 0.541 0.260 0.992 1 
0.162 0.006 0.564 0.294 0.998 1 
0.151 -0.010 0.575 0.282 0.982 1 
0.181 0.015 0.556 0.286 1.014 1 
0.170 -0.002 0.547 0.260 0.986 1 
0.173 -0.017 0.556 0.270 0.993 1 
0.167 -0.000 0.577 0.282 0.997 1 
0.151 0.012 0.574 0.280 1.014 1 
0.173 -0.005 0.575 0.291 0.989 1 
0.184 0.020 0.547 0.271 1.009 1 
0.167 0.013 0.541 0.266 0.996 1 
0.156 0.002 0.550 0.272 1.018 1 
0.185 -0.015 0.573 0.293 0.992 1 
0.171 0.016 0.554 0.283 0.990 1 
0.183 -0.009 0.569 0.273 0.996 1 
0.182 0.001 0.569 0.264 0.985 1 
0.158 -0.019 0.562 0.291 0.997 1 
0.185 0.008 0.579 0.271 0.991 1 
0.159 0.006 0.579 0.276 0.999 1 
0.183 0.008 0.548 0.274 0.996 1 
0.149 -0.020 0.564 0.277 1.011 1 
0.160 -0.016 0.577 0.286 1.012 1 
0.181 0.019 0.544 0.274 1.016 1 
0.180 0.000 0.540 0.266 1.012 1 
0.180 -0.010 0.569 0.283 1.001 1 
0.174 0.006 0.570 0.283 0.998 1 
0.174 0.011 0.552 0.275 0.989 1 
0.147 -0.002 0.547 0.295 1.010 1 
0.166 -0.009 0.542 0.267 0.997 1 
0.151 -0.003 0.551 0.259 1.000 1 
0.178 0.002 0.552 0.295 0.996 1 
0.186 -0.016 0.551 0.282 0.984 1 
0.184 -0.013 0.575 0.272 0.997 1 
0.150 0.003 0.556 0.294 0.990 1 
0.162 0.015 0.576 0.297 0.992 1 
0.163 0.001 0.559 0.292 1.001 1 
0.177 0.020 0.575 0.296 0.991 1 
0.147 -0.013 0.576 0.291 1.008 1 
0.167 0.004 0.565 0.279 1.012 1 
0.149 -0.013 0.560 0.278 1.018 1 
0.150 -0.012 0.555 0.292 1.012 1 
0.161 0.001 0.548 0.266 1.012 1 
0.172 0.009 0.542 0.289 1.001 1 
0.175 -0.019 0.571 0.282 0.996 1 
0.186 -0.013 0.567 0.274 1.000 1 
0.172 0.009 0.571 0.280 0.999 1 
0.156 0.020 0.579 0.279 1.000 1 
0.154 0.006 0.571 0.267 1.002 1 
0.177 0.002 0.551 0.282 1.006 1 
0.183 -0.017 0.545 0.296 0.986 1 
0.508 0.027 0.570 0.345 -0.004 2 
0.516 0.030 0.567 0.356 0.007 2 
0.482 0.039 0.572 0.356 -0.007 2 
0.501 0.049 0.556 0.379 -0.017 2 
0.493 0.036 0.565 0.377 -0.006 2 
0.505 0.030 0.555 0.353 0.000 2 
0.505 0.046 0.573 0.351 -0.017 2 
0.492 0.035 0.591 0.358 -0.001 2 
0.519 0.027 0.576 0.350 -0.000 2 
0.498 0.013 0.576 0.356 -0.006 2 
0.505 0.039 0.576 0.344 0.013 2 
0.501 0.042 0.582 0.359 -0.004 2 
0.487 0.019 0.571 0.376 -0.015 2 
0.515 0.017 0.561 0.357 -0.011 2 
0.484 0.050 0.586 0.351 0.002 2 
0.518 0.035 0.583 0.355 -0.002 2 
0.491 0.035 0.560 0.350 0.005 2 
0.511 0.016 0.565 0.360 -0.008 2 
0.494 0.019 0.579 0.356 0.019 2 
0.508 0.042 0.589 0.349 0.009 2 
0.499 0.041 0.588 0.378 -0.017 2 
0.482 0.038 0.566 0.353 0.004 2 
0.480 0.041 0.570 0.369 -0.011 2 
0.482 0.040 0.581 0.356 0.014 2 
