5 7 700 350 350 0 
0.056 0.021 0.575 0.139 1.005 1 
0.074 0.048 0.554 0.144 1.003 1 
0.103 0.073 0.555 0.093 0.962 1 
0.060 0.017 0.538 0.149 1.037 1 
0.089 0.018 0.549 0.141 0.989 1 
0.135 0.107 0.539 0.143 1.037 1 
0.096 0.036 0.552 0.159 1.039 1 
0.142 0.075 0.610 0.167 1.011 1 
0.148 0.101 0.553 0.099 0.965 1 
0.055 0.036 0.579 0.141 1.012 1 
0.142 0.057 0.538 0.116 0.964 1 
0.072 0.051 0.584 0.190 0.970 1 
0.108 0.063 0.591 0.151 0.972 1 
0.071 0.049 0.547 0.185 0.992 1 
0.108 0.014 0.620 0.189 0.999 1 
0.099 0.058 0.607 0.175 0.956 1 
0.110 0.029 0.612 0.159 1.001 1 
0.152 0.028 0.593 0.124 1.013 1 
0.055 0.071 0.579 0.167 1.020 1 
0.141 0.066 0.596 0.107 0.962 1 
0.125 0.064 0.619 0.156 1.039 1 
0.062 0.047 0.578 0.119 0.967 1 
0.082 0.036 0.613 0.120 1.007 1 
0.058 0.088 0.541 0.144 1.043 1 
0.085 0.099 0.607 0.151 0.951 1 
0.101 0.069 0.577 0.140 0.990 1 
0.059 0.034 0.551 0.106 0.994 1 
0.087 0.070 0.588 0.161 0.986 1 
0.107 0.089 0.532 0.119 0.973 1 
0.149 0.051 0.594 0.105 0.970 1 
0.053 0.053 0.626 0.170 1.020 1 
0.104 0.093 0.597 0.105 1.028 1 
0.136 0.095 0.591 0.157 1.046 1 
0.082 0.042 0.538 0.095 1.028 1 
0.140 0.072 0.549 0.176 1.004 1 
0.143 0.096 0.572 0.157 1.003 1 
0.075 0.083 0.619 0.095 1.049 1 
0.100 0.076 0.595 0.183 1.012 1 
0.101 0.074 0.617 0.137 1.033 1 
0.137 0.031 0.566 0.108 0.976 1 
0.104 0.110 0.625 0.135 1.012 1 
0.079 0.057 0.620 0.122 0.988 1 
0.075 0.105 0.580 0.161 0.971 1 
0.118 0.022 0.541 0.128 1.007 1 
0.120 0.108 0.547 0.181 0.973 1 
0.143 0.071 0.623 0.107 0.969 1 
0.066 0.039 0.579 0.126 0.991 1 
0.095 0.077 0.571 0.153 0.968 1 
0.088 0.021 0.567 0.108 0.994 1 
0.118 0.058 0.617 0.105 0.984 1 
0.077 0.091 0.614 0.137 1.023 1 
0.053 0.015 0.615 0.107 0.968 1 
