5 7 700 350 350 0 
0.512 0.313 0.046 1.035 0.773 1 
0.429 0.352 0.040 0.967 0.729 1 
0.419 0.410 0.015 0.963 0.730 1 
0.439 0.397 -0.021 1.048 0.752 1 
0.429 0.402 -0.048 1.044 0.783 1 
0.418 0.331 0.012 1.012 0.797 1 
0.430 0.410 -0.046 0.987 0.704 1 
0.475 0.346 0.023 0.966 0.723 1 
0.442 0.401 0.033 0.988 0.779 1 
0.441 0.377 -0.006 1.020 0.759 1 
0.462 0.342 -0.023 0.981 0.722 1 
0.476 0.385 -0.033 1.004 0.731 1 
0.452 0.371 0.002 0.973 0.729 1 
0.436 0.409 -0.030 0.971 0.721 1 
0.454 0.394 0.034 0.975 0.717 1 
0.501 0.349 0.029 0.992 0.768 1 
0.481 0.323 0.028 0.962 0.780 1 
0.481 0.381 -0.028 1.049 0.724 1 
0.451 0.360 0.049 0.960 0.731 1 
0.469 0.411 -0.007 1.020 0.722 1 
0.431 0.321 0.031 1.044 0.797 1 
0.498 0.363 -0.039 0.999 0.777 1 
0.503 0.355 0.010 0.986 0.791 1 
0.438 0.368 -0.017 0.972 0.732 1 
0.444 0.321 0.021 1.002 0.721 1 
0.491 0.349 -0.017 0.978 0.775 1 
0.430 0.395 0.030 0.996 0.773 1 
0.459 0.371 0.024 1.039 0.799 1 
0.420 0.394 0.015 0.960 0.730 1 
0.461 0.343 -0.038 1.041 0.791 1 
0.418 0.409 0.034 1.014 0.729 1 
0.477 0.405 -0.028 1.044 0.736 1 
0.424 0.321 0.044 1.002 0.768 1 
0.475 0.367 0.035 1.020 0.734 1 
0.492 0.313 0.023 1.033 0.780 1 
0.440 0.409 0.000 0.974 0.700 1 
0.447 0.370 0.043 0.969 0.788 1 
0.420 0.330 -0.028 1.046 0.795 1 
0.443 0.325 0.003 0.996 0.737 1 
0.446 0.331 -0.010 0.968 0.739 1 
0.465 0.358 -0.039 0.992 0.705 1 
0.422 0.350 -0.043 0.966 0.748 1 
0.494 0.400 0.049 0.978 0.762 1 
0.486 0.319 0.014 0.971 0.726 1 
0.490 0.372 0.022 1.014 0.741 1 
0.427 0.356 0.040 1.021 0.763 1 
0.500 0.353 0.007 1.013 0.796 1 
0.447 0.312 -0.035 1.012 0.773 1 
0.442 0.361 -0.026 0.994 0.706 1 
0.457 0.319 -0.020 0.951 0.789 1 
0.438 0.354 -0.036 0.979 0.789 1 
0.508 0.348 -0.014 1.049 0.764 1 
0.456 0.319 0.030 0.982 0.701 1 
0.494 0.390 -0.023 0.978 0.736 1 
0.440 0.404 -0.035 0.954 0.735 1 
0.454 0.349 0.042 1.048 0.709 1 
0.438 0.401 0.003 0.964 0.789 1 
0.445 0.375 0.012 0.998 0.799 1 
0.462 0.318 -0.000 1.022 0.746 1 
0.476 0.350 0.019 0.997 0.795 1 
0.460 0.339 -0.046 1.032 0.784 1 
0.441 0.356 0.007 1.032 0.724 1 
0.433 0.311 0.025 0.998 0.721 1 
0.447 0.351 -0.029 0.966 0.703 1 
0.496 0.393 0.006 1.025 0.799 1 
0.418 0.374 -0.037 1.013 0.708 1 
0.463 0.315 -0.026 0.993 0.768 1 
0.422 0.397 0.022 1.047 0.725 1 
0.480 0.380 -0.028 1.024 0.704 1 
0.436 0.372 0.025 0.954 0.731 1 
0.480 0.333 0.024 0.970 0.786 1 
0.475 0.409 0.035 1.006 0.734 1 
0.495 0.342 0.038 0.987 0.775 1 
0.505 0.385 -0.030 0.961 0.775 1 
0.424 0.349 -0.013 0.982 0.744 1 
0.444 0.357 0.002 1.007 0.773 1 
0.509 0.362 -0.005 0.982 0.792 1 
0.447 0.364 0.037 0.950 0.769 1 
0.423 0.315 -0.030 1.044 0.706 1 
0.437 0.325 -0.007 1.009 0.736 1 
0.512 0.378 0.049 1.021 0.763 1 
0.461 0.351 -0.023 1.033 0.709 1 
0.447 0.407 -0.043 1.021 0.783 1 
0.500 0.374 -0.028 0.997 0.711 1 
0.487 0.401 -0.046 0.975 0.769 1 
0.414 0.389 -0.041 0.955 0.762 1 
0.512 0.364 0.017 1.010 0.757 1 
0.496 0.389 0.015 0.953 0.773 1 
0.450 0.368 0.038 1.005 0.729 1 
0.452 0.379 0.037 1.016 0.785 1 
0.492 0.325 -0.012 1.033 0.785 1 
0.500 0.395 0.014 1.013 0.746 1 
0.420 0.376 0.007 1.038 0.759 1 
0.485 0.398 -0.002 0.970 0.773 1 
0.417 0.329 0.050 0.985 0.755 1 
0.503 0.316 -0.002 1.048 0.712 1 
0.437 0.363 -0.026 0.999 0.725 1 
0.441 0.370 0.026 0.959 0.740 1 
0.420 0.350 -0.006 1.037 0.758 1 
0.430 0.391 -0.006 0.991 0.768 1 
1.011 -0.013 0.255 -0.014 1.019 2 
0.963 0.044 0.296 0.016 0.967 2 
0.958 0.011 0.264 0.039 0.982 2 
0.969 0.045 0.250 -0.006 1.035 2 
1.033 -0.018 0.291 -0.028 1.031 2 
0.986 0.022 0.324 -0.035 1.008 2 
1.015 0.010 0.327 0.003 1.028 2 
0.975 0.042 0.249 0.050 0.963 2 
0.978 -0.020 0.289 -0.036 0.996 2 
1.041 -0.032 0.327 -0.015 0.985 2 
1.020 -0.027 0.239 0.020 0.969 2 
0.951 0.044 0.321 -0.002 1.002 2 
