0.820 0.544 0.474 -0.024 0.046 0 
0.407 0.135 0.456 0.119 0.111 0 
0.865 0.105 0.329 0.107 0.073 0 
0.530 0.377 0.273 -0.111 -0.056 0 
1.119 0.575 0.090 0.303 0.310 0 
0.912 -0.129 0.291 -0.139 0.261 0 
1.181 0.383 0.461 0.025 0.415 0 
0.753 0.185 -0.072 0.555 0.360 0 
1.182 0.588 0.567 0.578 -0.194 0 
0.671 0.031 0.487 0.303 0.241 0 
1.151 0.342 0.490 0.410 -0.100 0 
0.889 -0.138 0.147 0.389 0.149 0 
0.452 0.274 0.076 0.328 0.262 0 
0.842 0.097 -0.086 0.352 0.561 0 
0.801 0.038 0.326 0.194 0.225 0 
1.099 -0.148 0.402 0.581 0.102 0 
0.420 0.264 0.573 0.137 0.172 0 
0.912 -0.145 0.272 -0.020 -0.020 0 
0.941 0.026 0.018 0.098 0.590 0 
1.052 0.159 -0.074 0.211 -0.146 0 
0.845 0.428 0.448 0.151 0.331 0 
1.151 0.125 0.561 0.553 0.198 0 
0.695 0.404 0.484 0.343 -0.118 0 
0.513 0.070 0.298 0.567 0.103 0 
0.621 0.357 0.373 0.090 0.256 0 
1.055 0.259 0.149 0.371 0.315 0 
0.631 0.460 0.357 0.250 0.322 0 
1.098 -0.013 0.088 -0.043 0.480 0 
0.432 0.577 -0.054 0.041 0.518 0 
1.017 0.420 -0.115 0.154 0.598 0 
1.165 0.526 -0.091 0.568 0.389 0 
0.850 0.354 0.200 0.354 0.050 0 
0.829 0.290 -0.007 0.342 0.318 0 
1.000 -0.136 0.298 -0.007 -0.059 0 
0.565 0.193 -0.170 0.076 -0.150 0 
0.607 0.239 0.412 -0.075 0.301 0 
0.697 0.099 0.128 0.197 0.368 0 
1.053 0.462 0.453 -0.030 0.483 0 
0.634 0.382 0.404 0.127 0.522 0 
0.745 0.269 0.009 -0.079 0.071 0 
1.099 0.574 -0.179 0.551 0.358 0 
0.550 0.264 0.206 -0.012 0.419 0 
1.090 0.586 0.058 0.484 0.034 0 
1.157 -0.004 0.555 0.444 -0.051 0 
0.835 0.093 0.155 -0.026 0.390 0 
0.829 0.273 -0.196 0.414 0.516 0 
1.051 0.041 0.578 0.590 0.470 0 
0.495 0.470 0.435 -0.048 0.573 0 
1.018 0.165 -0.147 -0.096 0.414 0 
1.053 0.190 -0.014 0.012 0.181 0 
1.037 0.508 0.148 0.070 -0.120 0 
0.956 -0.008 0.488 0.599 0.328 0 
0.992 0.261 0.424 0.351 0.104 0 
0.563 0.002 0.576 0.595 0.199 0 
1.079 0.338 0.035 0.106 0.565 0 
0.850 -0.145 -0.053 0.022 0.159 0 
1.155 0.038 0.198 0.393 0.463 0 
1.142 -0.177 0.351 0.010 0.098 0 
0.902 0.358 0.072 -0.175 0.259 0 
0.908 0.082 0.402 0.080 -0.095 0 
0.985 0.483 -0.194 0.533 -0.012 0 
0.906 -0.062 -0.007 0.459 0.052 0 
0.802 0.049 0.168 0.566 0.081 0 
1.145 0.556 -0.195 0.162 0.263 0 
0.887 0.444 -0.157 -0.057 0.566 0 
0.734 -0.076 0.422 -0.014 -0.199 0 
0.726 0.307 0.032 0.309 0.326 0 
0.556 -0.071 0.267 0.568 0.041 0 
0.930 0.411 0.462 0.571 0.149 0 
0.729 -0.142 0.100 0.193 0.541 0 
1.044 0.371 -0.094 0.074 -0.094 0 
0.705 0.094 0.524 0.372 0.477 0 
0.819 0.215 0.107 0.221 0.431 0 
